Name,Date,State
Old Mission,08/01/1902,Michigan
Olivet,02/15/1901,Michigan
Onondaga,03/16/1903,Michigan
Onsted,07/01/1902,Michigan
Orchard Lake,10/15/1900,Michigan
Orion,09/01/1902,Michigan
Orleans,01/01/1904,Michigan
Ortonville,08/01/1902,Michigan
Oshtemo,07/01/1901,Michigan
Osseo,03/01/1902,Michigan
Otisville,07/01/1902,Michigan
Otsego,03/15/1902,Michigan
Ottawa Lake,09/01/1903,Michigan
Otter Lake,02/15/1904,Michigan
Ovid,11/01/1900,Michigan
Owendale,04/01/1903,Michigan
Owosso,11/01/1898,Michigan
Oxford,07/01/1901,Michigan
Palms,09/01/1904,Michigan
Palmyra,09/01/1902,Michigan
Paris,09/01/1903,Michigan
Parklake,02/15/1904,Michigan
Parkville,08/01/1902,Michigan
Parma,09/01/1902,Michigan
Paw Paw,09/15/1900,Michigan
Peck,07/15/1904,Michigan
Penfield,11/01/1904,Michigan
Pentwater,04/01/1902,Michigan
Perrinton,08/15/1900,Michigan
Perry,11/15/1900,Michigan
Petersburg,09/01/1904,Michigan
Petoskey,08/01/1902,Michigan
Pewamo,01/01/1904,Michigan
Pierson,09/15/1903,Michigan
Pigeon,11/02/1903,Michigan
Pinckney,07/01/1901,Michigan
Pinconning,03/01/1902,Michigan
Pittsford,03/01/1901,Michigan
Plainwell,03/01/1902,Michigan
Plymouth,08/15/1900,Michigan
Pompeii,01/01/1904,Michigan
Pontiac,10/01/1900,Michigan
Port Austin,08/01/1902,Michigan
Port Hope,02/15/1904,Michigan
Port Huron,01/15/1904,Michigan
Portland,02/15/1901,Michigan
Potterville,04/01/1903,Michigan
Prattville,02/01/1902,Michigan
Pulaski,11/01/1904,Michigan
Quimby,07/01/1904,Michigan
Quincy,11/15/1900,Michigan
Racy,10/01/1903,Michigan
Ransom,12/15/1903,Michigan
Rapid City,11/01/1904,Michigan
Ravenna,11/01/1901,Michigan
Reading,02/01/1901,Michigan
Reed City,03/01/1902,Michigan
Reese,05/01/1902,Michigan
Remus,10/01/1903,Michigan
Richland,10/01/1903,Michigan
Richmond,06/02/1902,Michigan
Ridgeway,05/02/1898,Michigan
Riga,03/15/1901,Michigan
Riverdale,04/01/1904,Michigan
Rives Junction,09/01/1902,Michigan
Rochester,07/01/1901,Michigan
Rockford,02/15/1901,Michigan
Rockwood,02/01/1904,Michigan
Rodney,04/15/1904,Michigan
Rogersville,09/01/1902,Michigan
Romeo,06/02/1902,Michigan
Romulus,09/01/1903,Michigan
Rosebush,02/01/1904,Michigan
Roseville,08/15/1904,Michigan
Ross,10/01/1903,Michigan
Royal Oak,07/01/1902,Michigan
Rushton,09/01/1900,Michigan
Ruth,11/01/1904,Michigan
Saginaw,08/15/1900,Michigan
Saginaw West Side,08/15/1900,Michigan
Saint Charles,11/15/1900,Michigan
Saint Clair,07/02/1900,Michigan
Saint Johns,12/04/1899,Michigan
Saint Joseph,08/01/1902,Michigan
Saint Louis,07/16/1900,Michigan
Salem,07/01/1902,Michigan
Saline,03/15/1900,Michigan
Samaria,06/15/1904,Michigan
Sand Hill,09/02/1901,Michigan
Sand Lake,09/02/1901,Michigan
Sandcreek,11/01/1902,Michigan
Sanilac Center,03/01/1904,Michigan
Saranac,12/02/1901,Michigan
Sault Sainte Marie,09/01/1904,Michigan
Schoolcraft,07/01/1902,Michigan
Scotts,10/01/1903,Michigan
Scottville,11/01/1901,Michigan
Sears,08/01/1904,Michigan
Sebewa,01/01/1904,Michigan
Sebewaing,04/15/1904,Michigan
Shabbona,09/01/1904,Michigan
Shaftsburg,04/01/1902,Michigan
Shelby,09/02/1901,Michigan
Shelbyville,02/01/1902,Michigan
Shepardsville,04/01/1902,Michigan
Shepherd,03/01/1902,Michigan
Sheridan,03/01/1902,Michigan
Sherman,02/15/1904,Michigan
Sherwood,02/01/1901,Michigan
Shiloh,01/01/1904,Michigan
Silverwood,03/02/1903,Michigan
Sixlakes,01/15/1904,Michigan
Smiths Creek,01/15/1904,Michigan
Smyrna,01/01/1904,Michigan
Sodus,04/01/1903,Michigan
Somerset Center,12/15/1903,Michigan
South Boardman,02/15/1904,Michigan
South Frankfort,10/01/1903,Michigan
South Haven,10/17/1898,Michigan
South Lyon,10/01/1902,Michigan
South Rockwood,02/01/1904,Michigan
Sparta,09/02/1901,Michigan
Spring Arbor,11/01/1904,Michigan
Springlake,05/16/1904,Michigan
Springport,06/04/1900,Michigan
Standish,07/01/1902,Michigan
Stanton,03/01/1902,Michigan
Stanwood,04/15/1904,Michigan
Sterling,04/01/1904,Michigan
Stevensville,02/15/1904,Michigan
Stockbridge,03/01/1902,Michigan
Sturgis,07/01/1902,Michigan
Summit City,07/01/1904,Michigan
Sumner,12/15/1904,Michigan
Sunfield,04/01/1903,Michigan
Swancreek,01/01/1904,Michigan
Swartz Creek,02/15/1901,Michigan
Tecumseh,09/02/1901,Michigan
Tekonsha,04/02/1900,Michigan
Temperance,06/15/1904,Michigan
Thompsonville,04/15/1904,Michigan
Three Oaks,09/01/1902,Michigan
Three Rivers,02/01/1902,Michigan
Tipton,05/02/1898,Michigan
Townhouse,04/01/1902,Michigan
Traverse City,08/01/1902,Michigan
Troy,11/01/1902,Michigan
Tustin,09/01/1903,Michigan
Twining,04/01/1904,Michigan
Tyre,07/15/1904,Michigan
Ubly,04/01/1904,Michigan
Union City,04/16/1900,Michigan
Unionville,03/16/1903,Michigan
Utica,12/15/1903,Michigan
Vandalia,01/01/1903,Michigan
Varney,10/01/1903,Michigan
Vassar,06/04/1900,Michigan
Vermontville,08/01/1900,Michigan
Vernon,06/04/1900,Michigan
Vestaburg,04/01/1904,Michigan
Vickeryville,04/01/1904,Michigan
Vicksburg,07/01/1902,Michigan
Waldron,02/01/1902,Michigan
Wales,01/15/1904,Michigan
Walkerville,04/15/1904,Michigan
Wallace,04/15/1904,Michigan
Walled Lake,05/01/1902,Michigan
Warren,02/15/1904,Michigan
Washington,12/15/1903,Michigan
Watervliet,10/01/1903,Michigan
Wayland,09/15/1903,Michigan
Wayne,10/01/1902,Michigan
Webberville,07/01/1901,Michigan
Weidman,11/01/1904,Michigan
West Bay City,02/03/1901,Michigan
Westbranch,05/02/1904,Michigan
Weston,01/15/1904,Michigan
Wheeler,04/01/1904,Michigan
White Pigeon,08/01/1902,Michigan
Whitecloud,04/15/1904,Michigan
Whitehall,10/01/1901,Michigan
Whitmore Lake,04/01/1904,Michigan
Williamston,08/15/1900,Michigan
Willis,08/01/1903,Michigan
Wilmot,06/01/1904,Michigan
Woodland,04/01/1903,Michigan
Wyandotte,07/01/1903,Michigan
Yale ,10/01/1903,Michigan
Yorkville,06/15/1904,Michigan
Ypsilanti,10/23/1899,Michigan
Zealand,07/01/1902,Michigan
