Name,State,Date
Greenbush,Georgia,06/15/1904
Greensboro,Georgia,02/01/1902
Greenville,Georgia,05/01/1903
Griffin,Georgia,02/01/1902
Griswoldville,Georgia,04/01/1903
Grovania,Georgia,07/15/1904
Guyton,Georgia,11/01/1904
Haddock Station,Georgia,02/02/1903
Hahira,Georgia,02/01/1902
Halcyondale,Georgia,02/02/1903
Halcyondale,Georgia,05/01/1903
Hamilton,Georgia,03/01/1902
Hampton,Georgia,05/16/1904
Harlem,Georgia,06/15/1904
Harmony Grove,Georgia,07/01/1901
Harrison,Georgia,09/01/1903
Hartsfield,Georgia,09/15/1903
Hartwell,Georgia,06/11/1900
Hawkinsville,Georgia,03/15/1900
Hayston,Georgia,10/15/1900
Hazlehurst,Georgia,09/15/1903
Hephzibah,Georgia,07/15/1904
Herndon,Georgia,12/15/1904
Hillsboro,Georgia,10/01/1904
Hilton Station,Georgia,12/15/1903
Hiram,Georgia,04/15/1904
Hogansville,Georgia,08/01/1902
Hollysprings,Georgia,05/02/1904
Homer,Georgia,04/15/1904
Hoschton,Georgia,06/01/1901
Howard,Georgia,01/15/1904
Huckabee,Georgia,10/15/1904
Iron City,Georgia,09/15/1903
Irwinton,Georgia,06/02/1902
Jackson,Georgia,01/02/1901
Jefferson,Georgia,05/01/1901
Jeffersonville,Georgia,09/15/1903
Jersey,Georgia,07/01/1901
Jonesboro,Georgia,05/01/1901
Juniper,Georgia,08/15/1904
Kathleen,Georgia,04/01/1904
Kenesaw,Georgia,11/15/1902
Kibbee,Georgia,10/01/1904
Kite,Georgia,09/15/1903
Knoxville,Georgia,04/15/1904
La Grange,Georgia,01/01/1902
Lafayette,Georgia,06/15/1904
Lavonia,Georgia,07/01/1902
Lawrenceville,Georgia,07/01/1901
Leesburg,Georgia,09/01/1902
Lexington,Georgia,06/04/1900
Lilburn,Georgia,08/01/1904
Lincolnton,Georgia,03/02/1903
Lithia Springs,Georgia,10/01/1902
Lithonia,Georgia,07/01/1902
Lizella,Georgia,01/15/1904
Locustgrove,Georgia,02/15/1904
Loganville,Georgia,02/01/1902
Longstreet,Georgia,10/01/1903
Lorane,Georgia,01/15/1904
Louisville,Georgia,09/01/1903
Lovejoys Station,Georgia,10/01/1902
Lovett,Georgia,09/15/1903
Luella,Georgia,12/01/1904
Lula,Georgia,04/01/1904
Lumber City,Georgia,03/02/1903
Lumpkin,Georgia,11/01/1901
Luxomni,Georgia,10/01/1904
Lyerly,Georgia,09/01/1904
Mableton,Georgia,11/15/1902
Machen,Georgia,06/01/1904
Macon,Georgia,03/15/1900
Madison,Georgia,02/01/1902
Madras,Georgia,04/01/1904
Manassas,Georgia,12/01/1904
Mansfield,Georgia,04/15/1902
Marietta,Georgia,11/15/1902
Marlow,Georgia,11/01/1904
Martin,Georgia,07/01/1902
Matthews,Georgia,09/01/1903
Maxeys,Georgia,05/01/1903
Maysville,Georgia,09/01/1903
Mc Collum,Georgia,04/01/1904
Mc Intyre,Georgia,03/02/1903
Mc Rae,Georgia,08/15/1904
McDonough,Georgia,01/02/1900
Meansville,Georgia,07/15/1904
Meigs,Georgia,08/01/1901
Menlo,Georgia,06/01/1900
Metter,Georgia,06/01/1904
Middleton,Georgia,11/02/1903
Midland,Georgia,02/02/1903
Midville,Georgia,06/01/1904
Milford,Georgia,11/01/1904
Milledgeville,Georgia,07/01/1902
Millen,Georgia,04/01/1904
Milltown,Georgia,04/01/1904
Milner,Georgia,07/01/1903
Mitchell,Georgia,09/01/1903
Molena,Georgia,04/01/1903
Monroe,Georgia,10/15/1900
Monticello,Georgia,02/01/1902
Montrose,Georgia,09/15/1903
Moreland,Georgia,03/02/1903
Morgan,Georgia,08/15/1900
Morris Station,Georgia,12/01/1904
Morrow,Georgia,11/01/1901
Moultrie,Georgia,05/01/1903
Mount Vernon,Georgia,12/02/1901
Mountville,Georgia,08/01/1904
Nankin,Georgia,11/15/1904
Nashville,Georgia,05/01/1903
Naylor,Georgia,02/01/1902
Newborn,Georgia,04/01/1904
Newman,Georgia,11/01/1901
Nicholson,Georgia,09/01/1903
Norcross,Georgia,10/01/1902
Norristown,Georgia,12/01/1904
Norwood,Georgia,05/01/1902
Oakfield,Georgia,12/15/1904
Ochlochonee,Georgia,08/15/1900
Oconee,Georgia,09/15/1903
Odessadale,Georgia,03/02/1903
Odum,Georgia,11/15/1904
Ogeechee,Georgia,02/02/1903
Oglethorpe,Georgia,08/01/1902
Oliver,Georgia,02/02/1903
Orchard Hill,Georgia,09/01/1903
Ousley,Georgia,03/02/1903
Oxford,Georgia,10/15/1900
Palmetto,Georgia,05/01/1903
Parrott,Georgia,12/01/1902
Paschal,Georgia,09/01/1904
Pavo,Georgia,12/01/1902
Pelham,Georgia,04/16/1900
Pendergrass,Georgia,02/01/1902
Perry,Georgia,11/02/1903
Pidcock,Georgia,03/02/1903
Pinehurst,Georgia,01/02/1901
Plains,Georgia,11/01/1901
Plainville,Georgia,05/16/1904
Point Peter,Georgia,12/01/1904
Powder Springs,Georgia,11/15/1902
Powersville,Georgia,11/01/1901
Preston,Georgia,09/01/1903
Quitman,Georgia,12/08/1896
Redoak,Georgia,10/01/1902
Register,Georgia,06/01/1904
Rex,Georgia,08/01/1902
Reynolds,Georgia,07/01/1903
Rhine,Georgia,09/01/1904
Richland,Georgia,11/01/1901
Ringgold,Georgia,08/01/1902
Rising Fawn,Georgia,09/01/1904
Riverdale,Georgia,12/01/1900
Rochelle,Georgia,12/01/1904
Rockledge,Georgia,08/01/1904
Rockmart,Georgia,04/01/1902
Rockyford,Georgia,06/01/1904
Rome,Georgia,02/01/1899
Roopville,Georgia,06/01/1904
Rossville,Georgia,07/15/1904
Roswell,Georgia,11/15/1902
Roundoak,Georgia,04/01/1903
Royston,Georgia,08/01/1902
Rutledge,Georgia,04/01/1903
Sargent,Georgia,03/02/1903
Saundersville,Georgia,08/01/1901
Savannah,Georgia,02/02/1903
Senoia,Georgia,03/02/1903
Shadydale,Georgia,10/01/1904
Sharpsburg,Georgia,06/01/1904
Shellman,Georgia,08/15/1900
Shiloh ,Georgia,03/02/1903
Siloam,Georgia,05/01/1903
Smarrs,Georgia,12/01/1904
Smithville,Georgia,11/02/1903
Smyrna,Georgia,11/15/1902
Snapping Shoals,Georgia,07/01/1901
Snellville,Georgia,11/16/1903
Social Circle,Georgia,02/15/1901
Soperton,Georgia,09/15/1903
Sparks,Georgia,06/01/1904
Sparta,Georgia,12/01/1902
Spread,Georgia,09/01/1903
Springhaven,Georgia,08/01/1904
Springplace,Georgia,10/01/1904
Springvale,Georgia,04/01/1904
Starrsville,Georgia,10/10/1898
Statesboro,Georgia,05/16/1904
Statham,Georgia,09/01/1903
Stephens,Georgia,09/15/1903
Stilesboro,Georgia,10/01/1902
Stockbridge,Georgia,08/01/1902
Stockton,Georgia,11/15/1904
Stone Mountain,Georgia,07/01/1902
Stonewall,Georgia,10/01/1902
Sugar Valley,Georgia,06/01/1904
Summerville,Georgia,07/01/1901
Sumner,Georgia,05/01/1903
Suwanee,Georgia,08/01/1904
Swainsboro,Georgia,04/01/1904
Sycamore,Georgia,11/15/1904
Sylvania,Georgia,06/01/1904
Sylvester,Georgia,08/01/1901
Talbotton,Georgia,11/01/1901
Tallapoosa,Georgia,09/01/1903
Taylorsville,Georgia,04/15/1904
Tazewell,Georgia,12/15/1903
Temple,Georgia,02/01/1902
Tennille,Georgia,08/01/1901
The Rock,Georgia,12/01/1904
Thomaston,Georgia,07/01/1902
Thomasville,Georgia,12/01/1902
Thomson,Georgia,03/02/1903
Tifton,Georgia,08/01/1901
Tignall,Georgia,11/02/1903
Tilton,Georgia,05/16/1904
Toccoa,Georgia,08/01/1904
Toomsboro,Georgia,03/02/1903
Towns,Georgia,09/15/1903
Trion Factory,Georgia,02/01/1902
Tucker,Georgia,03/02/1903
Tunnelhill,Georgia,06/01/1904
Turin,Georgia,06/01/1904
Unadilla,Georgia,11/01/1901
Unionpoint,Georgia,06/01/1904
Valdosta,Georgia,02/01/1902
Varnells Station,Georgia,06/01/1904
Vidalia,Georgia,09/15/1903
Vienna,Georgia,01/02/1901
Villa Rica,Georgia,11/01/1902
Villanow,Georgia,06/15/1904
Waco,Georgia,11/02/1903
Wadley,Georgia,07/01/1902
Walden,Georgia,07/01/1903
Walnut Grove,Georgia,07/01/1901
Warrenton,Georgia,05/01/1902
Warthen,Georgia,05/01/1902
Warwick,Georgia,11/02/1903
Washington,Georgia,05/01/1903
Watkinsville,Georgia,06/04/1900
Waverly Hall,Georgia,07/01/1903
Wayside,Georgia,06/15/1904
Wellston,Georgia,09/01/1902
Wenona,Georgia,09/01/1902
Westpoint,Georgia,02/02/1903
Whigham,Georgia,09/02/1901
Whiteplains,Georgia,06/01/1904
Whitesburg,Georgia,02/02/1903
Williamson,Georgia,04/01/1903
Winder,Georgia,03/15/1902
Winn,Georgia,09/01/1903
Winterville,Georgia,05/01/1903
Woodbury,Georgia,06/15/1904
Woodcliff,Georgia,06/01/1904
Woodstock,Georgia,11/15/1902
Woodville,Georgia,05/01/1903
Woolsey,Georgia,04/01/1902
Wrightsville,Georgia,02/01/1902
Yatesville,Georgia,04/15/1904
Zebulon,Georgia,04/01/1903
Zetella,Georgia,07/01/1902
Boise,Idaho,05/14/1900
Caldwell,Idaho,11/01/1900
Coeur D’ Alene,Idaho,11/01/1904
Emmett,Idaho,12/15/1903
Genesee,Idaho,12/02/1901
Idaho Falls,Idaho,07/01/1903
Kendrick,Idaho,09/15/1903
Meridian,Idaho,07/01/1903
Middleton,Idaho,12/15/1903
Mohler,Idaho,07/01/1903
Moscow,Idaho,04/14/1900
New Plymouth,Idaho,06/01/1904
Nezperce,Idaho,10/01/1901
Payette,Idaho,01/15/1901
Rathdrum,Idaho,12/15/1903
Troy,Idaho,07/01/1903
Weiser,Idaho,01/15/1901
Abingdon,Illinois,09/01/1902
Adair,Illinois,03/02/1903
Adams,Illinois,02/01/1904
Advance,Illinois,12/15/1903
Akin,Illinois,04/01/1904
Albany,Illinois,10/01/1903
Albion,Illinois,02/01/1902
Aledo,Illinois,08/15/1900
Alexander,Illinois,05/02/1904
Alexis,Illinois,11/15/1900
Alhambra,Illinois,12/01/1902
Allendale,Illinois,09/15/1904
Allenville,Illinois,12/15/1903
Allerton,Illinois,05/02/1904
Alma,Illinois,10/01/1900
Alta,Illinois,09/15/1902
Altamont,Illinois,03/02/1903
Alto Pass,Illinois,04/01/1903
Altona,Illinois,09/01/1902
Alvin,Illinois,08/01/1902
Amboy,Illinois,09/01/1903
Anchor,Illinois,09/15/1903
Anchor,Illinois,10/01/1903
Ancona,Illinois,12/15/1904
Anna,Illinois,06/01/1900
Antioch,Illinois,01/01/1904
Apple River,Illinois,04/15/1904
Appleton,Illinois,10/01/1903
Arcola,Illinois,03/01/1902
Arenzville,Illinois,08/01/1902
Argenta,Illinois,07/01/1901
Argyle,Illinois,02/15/1904
Arlington Heights,Illinois,12/15/1903
Armington,Illinois,03/01/1902
Armstrong,Illinois,08/01/1902
Arrowsmith,Illinois,10/01/1902
Arthur,Illinois,04/01/1902
Ashland,Illinois,10/01/1902
Ashley,Illinois,09/01/1900
Ashmore,Illinois,11/16/1903
Ashton,Illinois,09/01/1903
Assumption,Illinois,07/01/1901
Astoria,Illinois,09/15/1903
Athens,Illinois,09/01/1902
Atkinson,Illinois,04/01/1902
Atlanta,Illinois,12/04/1898
Atterberry,Illinois,09/01/1904
Atwater,Illinois,01/01/1904
Atwood,Illinois,03/01/1902
Auburn,Illinois,12/10/1896
Augusta,Illinois,12/15/1903
Aurora,Illinois,05/14/1900
Ava,Illinois,08/15/1900
Avena,Illinois,06/01/1904
Avon,Illinois,11/01/1900
Baileyville,Illinois,04/15/1904
Baldwin,Illinois,04/01/1903
Bardolph,Illinois,06/01/1904
Barnett,Illinois,12/01/1900
Barnhill,Illinois,09/01/1904
Barrington,Illinois,06/15/1904
Barry,Illinois,08/01/1901
Basco,Illinois,04/01/1904
Bath,Illinois,09/01/1904
Beardstown,Illinois,10/01/1901
Beason,Illinois,03/01/1901
Beecher,Illinois,12/01/1902
Beecher City,Illinois,07/01/1903
Bellerive,Illinois,05/01/1900
Belleville,Illinois,03/01/1900
Bellflower,Illinois,09/15/1903
Bellflower,Illinois,10/01/1903
Belvidere,Illinois,07/16/1900
Bement,Illinois,03/01/1902
Bensenville,Illinois,12/15/1903
Benson,Illinois,04/01/1902
Benton,Illinois,11/01/1901
Berwick,Illinois,03/02/1903
Bethalto,Illinois,09/15/1903
Bethany,Illinois,09/01/1903
Biblegrove,Illinois,09/01/1904
Biggsville,Illinois,04/01/1903
Bigrock,Illinois,05/14/1900
Billett,Illinois,07/15/1904
Bingham,Illinois,10/15/1903
Birds,Illinois,06/01/1904
Birmingham,Illinois,09/15/1904
Bishop Hill,Illinois,03/01/1902
Blackstone,Illinois,09/01/1902
Blandinsville,Illinois,03/02/1903
Bloomington,Illinois,08/01/1901
Bluemound,Illinois,07/01/1902
Bluffs,Illinois,10/01/1902
Bluford,Illinois,08/01/1903
Bondville,Illinois,02/16/1903
Bonegap,Illinois,10/01/1903
Bonfield,Illinois,05/16/1904
Bonnie,Illinois,01/01/1904
Boody,Illinois,07/01/1902
Boulder,Illinois,04/15/1904
Bowen,Illinois,11/02/1903
Braceville,Illinois,10/15/1904
Bradford,Illinois,08/01/1902
Breckenridge,Illinois,08/01/1902
Breese,Illinois,03/01/1904
Bridgeport,Illinois,04/15/1904
Brighton,Illinois,01/01/1904
Brimfield,Illinois,01/15/1901
Bristol,Illinois,09/15/1900
Broadlands,Illinois,02/16/1903
Brocton,Illinois,09/02/1901
Brookport,Illinois,09/01/1903
Broughton,Illinois,10/01/1903
Browning,Illinois,07/01/1904
Browns,Illinois,03/01/1902
Brownstown,Illinois,04/01/1901
Brubaker,Illinois,01/15/1904
Bruce,Illinois,05/02/1904
Buckingham,Illinois,06/01/1904
Buckley,Illinois,07/01/1901
Buda,Illinois,09/01/1903
Buffalo,Illinois,02/15/1902
Buffalo Hart,Illinois,08/01/1901
Buncombe,Illinois,05/02/1904
Bunkerhill,Illinois,03/02/1903
Burnt Prairie,Illinois,02/15/1904
Bushnell,Illinois,03/02/1903
Butler,Illinois,07/02/1900
Byron,Illinois,10/01/1903
Caledonia,Illinois,04/01/1904
Calhoun,Illinois,07/01/1902
Camargo,Illinois,10/01/1903
Cambridge,Illinois,08/15/1900
Cameron,Illinois,03/01/1904
Campbell Hill,Illinois,04/01/1903
Camppoint,Illinois,09/01/1900
Campus,Illinois,12/15/1904
Canton,Illinois,11/01/1900
Cantrall,Illinois,12/02/1901
Capron,Illinois,02/15/1904
Carbondale,Illinois,04/02/1900
Carlinville,Illinois,10/16/1899
Carlock,Illinois,10/01/1901
Carlyle,Illinois,12/04/1899
Carmi,Illinois,09/01/1903
Carrollton,Illinois,07/02/1900
Carter,Illinois,10/15/1900
Carthage,Illinois,10/15/1900
Casey,Illinois,03/01/1902
Caseyville,Illinois,10/01/1903
Catlin,Illinois,08/01/1902
Cave In Rock,Illinois,08/01/1904
Cazenovia,Illinois,04/15/1904
Cedarville,Illinois,07/23/1900
Centerville Station,Illinois,09/15/1904
Centralia,Illinois,10/01/1900
Cerro Gordo,Illinois,03/01/1902
Chadwick,Illinois,07/01/1903
Chambersburg,Illinois,02/15/1904
Champaign ,Illinois,12/15/1900
Chandlerville,Illinois,04/01/1904
Chapin,Illinois,08/01/1900
Charleston,Illinois,10/15/1900
Chatham,Illinois,07/01/1901
Chatsworth,Illinois,12/15/1903
Chauncey,Illinois,07/01/1904
Chenoa,Illinois,10/01/1901
Cherry Valley,Illinois,01/02/1901
Chester,Illinois,06/04/1900
Chesterfield,Illinois,01/01/1904
Chesterfield,Illinois,11/16/1903
Chestnut,Illinois,01/01/1904
Chicago,Illinois,06/15/1904
Chillicothe,Illinois,09/15/1902
Chrisman,Illinois,01/15/1901
Christopher,Illinois,09/01/1904
Cisco,Illinois,03/01/1902
Cisne,Illinois,10/01/1901
Cissnapark,Illinois,08/01/1901
Claremont,Illinois,07/01/1902
Clarence,Illinois,05/02/1904
Clay City,Illinois,03/01/1902
Clayton,Illinois,04/01/1903
Clinton,Illinois,02/01/1902
Coal City,Illinois,10/15/1904
Coal Valley,Illinois,11/01/1902
Coatsburg,Illinois,11/15/1904
Coffeen,Illinois,05/01/1901
Colchester,Illinois,03/02/1903
Colfax,Illinois,10/01/1902
Collison,Illinois,05/02/1904
Columbia,Illinois,02/02/1903
Colusa,Illinois,04/01/1904
Compton,Illinois,04/01/1904
Concord,Illinois,05/02/1904
Cooksville,Illinois,08/01/1902
Cora,Illinois,07/01/1904
Cordova,Illinois,10/01/1904
Cornell,Illinois,07/01/1904
Cornland,Illinois,07/01/1901
Coulterville,Illinois,04/01/1903
Covell,Illinois,08/01/1901
Cowden,Illinois,09/01/1903
Crab Orchard,Illinois,05/01/1902
Creal Springs,Illinois,09/15/1904
Crete,Illinois,12/01/1902
Cropsey,Illinois,09/15/1903
Cropsey,Illinois,10/01/1903
Crossville,Illinois,12/01/1903
Cuba,Illinois,09/15/1903
Cullom,Illinois,06/01/1904
Curran,Illinois,07/01/1901
Custer,Illinois,05/15/1903
Custerpark,Illinois,04/01/1904
Cutler,Illinois,11/01/1900
Cypress,Illinois,06/01/1904
Dahinda,Illinois,09/01/1902
Dahlgren,Illinois,03/01/1902
Dakota,Illinois,07/23/1900
Dallas,Illinois,09/01/1900
Dalton City ,Illinois,09/01/1903
Dana,Illinois,02/16/1903
Danvers,Illinois,07/01/1902
Danville,Illinois,06/25/1900
Davis,Illinois,04/01/1902
Davis Junction,Illinois,08/01/1904
Dawson,Illinois,05/15/1903
Decatur,Illinois,06/04/1900
Deercreek,Illinois,05/02/1904
Deerfield,Illinois,06/15/1904
Deerfield,Illinois,12/15/1903
Dekalb,Illinois,07/02/1900
Deland,Illinois,03/01/1902
Delavan,Illinois,05/14/1900
Delong,Illinois,09/01/1902
Dennison,Illinois,06/01/1904
Denver,Illinois,04/01/1904
Des Plaines,Illinois,06/15/1904
Desoto,Illinois,04/01/1903
Dewey,Illinois,02/16/1903
Dexter,Illinois,08/15/1904
Dieterich,Illinois,03/01/1902
Divernon,Illinois,05/15/1903
Dix,Illinois,03/01/1902
Dixon,Illinois,06/01/1899
Dongola,Illinois,08/01/1902
Donnellson,Illinois,10/01/1901
Donovan,Illinois,07/01/1902
Dorsey,Illinois,09/01/1904
Dow,Illinois,09/15/1904
Downers Grove,Illinois,08/01/1902
Downs,Illinois,09/15/1903
Downs,Illinois,10/01/1903
Drivers,Illinois,08/01/1903
Dubois,Illinois,07/01/1903
Dudley,Illinois,05/01/1902
Dundas,Illinois,04/01/1904
Dundee,Illinois,07/01/1903
Dunlap,Illinois,10/08/1898
Duquoin,Illinois,07/05/1899
Durand,Illinois,12/15/1903
Dwight,Illinois,08/01/1902
Earlville,Illinois,11/01/1901
East Alton,Illinois,10/01/1903
East Carondelet,Illinois,08/01/1902
East Dubuque,Illinois,07/01/1902
East Saint Louis,Illinois,08/01/1902
Easton,Illinois,09/01/1903
Edelstein,Illinois,09/15/1902
Eden,Illinois,03/15/1900
Edgar,Illinois,05/01/1902
Edgewood,Illinois,01/01/1904
Edgington,Illinois,10/15/1903
Edinburg,Illinois,08/01/1902
Edwards,Illinois,09/15/1902
Edwardsville,Illinois,12/01/1902
Effingham,Illinois,03/01/1902
Egan,Illinois,04/01/1904
Elburn,Illinois,07/01/1903
Eldorado,Illinois,10/01/1903
Eldred,Illinois,06/01/1904
Elgin,Illinois,07/01/1903
Elizabeth,Illinois,04/15/1904
Elizabethtown,Illinois,04/01/1904
Elkhart,Illinois,09/02/1901
Elkville,Illinois,05/01/1903
Ellery,Illinois,04/01/1903
Ellisville,Illinois,09/15/1903
Ellsworth,Illinois,09/15/1903
Ellsworth,Illinois,10/01/1903
Elmhurst,Illinois,12/15/1903
Elmwood,Illinois,05/14/1900
Elpaso,Illinois,04/01/1902
Elvaston,Illinois,12/15/1903
Elwood,Illinois,07/01/1901
Emden,Illinois,12/15/1900
Emerson,Illinois,06/01/1904
Emington,Illinois,04/15/1904
Enfield,Illinois,09/15/1903
Epworth,Illinois,02/01/1904
Erie,Illinois,11/01/1902
Esmond,Illinois,01/01/1904
Essex,Illinois,06/01/1904
Etna,Illinois,10/15/1903
Eureka,Illinois,04/01/1902
Evansville,Illinois,05/01/1903
Ewing,Illinois,04/01/1903
Fairbury,Illinois,08/15/1900
Fairfield,Illinois,02/01/1902
Fairman,Illinois,10/15/1900
Fairmont,Illinois,02/01/1902
Fairview,Illinois,09/15/1903
Fancy Prairie,Illinois,02/15/1904
Farina,Illinois,12/15/1903
Farmer City,Illinois,03/01/1902
Farmersville,Illinois,03/01/1902
Farmingdale,Illinois,08/01/1901
Farmington,Illinois,10/15/1900
Ferris,Illinois,12/15/1903
Fiatt,Illinois,09/15/1903
Fieldon,Illinois,04/15/1904
Fillmore,Illinois,07/01/1901
Findlay,Illinois,10/01/1903
Fisher,Illinois,02/15/1902
Fithian,Illinois,08/01/1902
Flanagan,Illinois,08/01/1903
Flatrock,Illinois,02/15/1904
Flora,Illinois,03/01/1902
Foosland,Illinois,02/16/1903
Forest City,Illinois,09/01/1903
Forrest,Illinois,02/02/1903
Forreston,Illinois,04/15/1904
Fort Gage,Illinois,06/18/1900
Fowler,Illinois,02/01/1904
Frankfort,Illinois,05/01/1903
Frankfort Station,Illinois,12/01/1902
Franklin,Illinois,01/01/1904
Franklin,Illinois,03/02/1903
Franklin Grove,Illinois,11/02/1903
Freeburg,Illinois,06/02/1902
Freeport,Illinois,08/01/1900
French Village,Illinois,08/01/1902
Fulton,Illinois,09/15/1903
Fults,Illinois,10/01/1904
Galatia,Illinois,05/01/1903
Galena,Illinois,04/01/1903
Galesburg,Illinois,11/01/1901
Garden Prairie,Illinois,12/01/1900
Gardner,Illinois,04/01/1903
Gays,Illinois,03/02/1903
Geneseo,Illinois,08/15/1900
Genoa,Illinois,07/02/1900
Georgetown,Illinois,02/01/1902
Gerlaw,Illinois,03/02/1903
German Valley,Illinois,02/01/1901
Gibson City,Illinois,11/01/1901
Gifford,Illinois,02/16/1903
Gillespie,Illinois,01/01/1904
Gilman,Illinois,05/15/1902
Gilson,Illinois,09/01/1902
Girard,Illinois,02/01/1902
Gladstone,Illinois,06/01/1904
Glasford,Illinois,10/15/1900
Glenarm,Illinois,10/01/1901
Glenavon,Illinois,09/01/1904
Glenview ,Illinois,08/01/1901
Godfrey,Illinois,09/01/1903
Golconda,Illinois,09/01/1903
Golden,Illinois,02/01/1904
Golden Eagle,Illinois,07/15/1904
Goldengate,Illinois,12/01/1903
Goodhope,Illinois,03/02/1903
Goreville,Illinois,04/15/1904
Grandridge,Illinois,09/01/1902
Granite,Illinois,10/01/1903
Grant Park,Illinois,04/15/1902
Granville,Illinois,10/01/1902
Grapecreek,Illinois,08/01/1902
Graymont,Illinois,06/01/1904
Grayslake,Illinois,06/15/1904
Green Valley,Illinois,10/15/1900
Greenfield,Illinois,04/16/1900
Greenup,Illinois,03/01/1902
Greenview,Illinois,09/01/1902
Greenville,Illinois,08/01/1902
Gridley,Illinois,08/01/1901
Griggsville,Illinois,07/01/1901
Gurnee,Illinois,01/01/1904
Gurnee,Illinois,06/15/1904
Hagarstown,Illinois,06/01/1904
Hamilton,Illinois,12/15/1900
Hammond,Illinois,10/15/1904
Hampshire,Illinois,03/01/1902
Hampton,Illinois,12/02/1901
Hanna City,Illinois,12/04/1899
Hanover,Illinois,07/15/1904
Hardin,Illinois,08/01/1902
Harrisburg,Illinois,07/16/1900
Hartsburg,Illinois,07/01/1902
Harvard,Illinois,03/01/1900
Harvel,Illinois,05/01/1903
Havana,Illinois,09/01/1903
Havana,Illinois,10/01/1903
Hazeldell,Illinois,08/15/1904
